1_id	1_span	1_anno_const:pos-const	1_anno_default_ns:lemma-deprel	1_anno_default_ns:morph	1_anno_default_ns:norm	1_anno_default_ns:pos-deprel
87816283		ADJA	deutsch	dat|sg|fem|pos	deutschen	ADJA
87816292		NN	Sprache	dat|sg|fem	Sprache	NN
87816304		VVPP	Kalmus	nom|sg|masc	Kalmus	NN
87816313		$,	,	'NULL'	/	$,
87816322		APPR	zu	'NULL'	zu	APPR
87816333		ADJA	Latein	nom|sg|masc	Latein	NE
87816344	 	NN	Acorum	nom|sg|neut	Acorum	FM
87816361		VVPP	verum	nom|sg|neut	verum	ADJA
87816370		$,	,	'NULL'	,	$,
87816379		ADJA	arabisch	pos	arabisch	ADJD
87816392		NN	Vage	nom|sg|*	Vage	FM
87816401		$,	,	'NULL'	,	$,
87816410		ADJA	italienisch	pos	italienisch	ADJD
87816422		NN	Acoro	nom|sg|masc	Acoro	FM
87816431		$,	,	'NULL'	,	$,
87816443		NN	Herba	nom|sg|fem	Herba	FM
87816455		FM	Venerea	nom|sg|fem	venerea	FM
87816466		KON	&	'NULL'	&	KON
87816479		FM	Falso	*|sg|*	Falso	FM
87816490		VVPP	calamus	nom|sg|masc	calamus	NE
87816502		VVPP	aromaticus	dat|sg|masc	aromaticus	FM
87816512		$,	,	'NULL'	,	$,
87816522		ADJA	böhmisch	pos	böhmisch	ADJD
87816534		NN	Prust	nom|sg|*	Prust	FM
87816544		VVPP	votrec	nom|sg|*	votrec	FM
87816553		$,	,	'NULL'	,	$,
87816562		KON	und	'NULL'	und	KON
87816571		APPR	auf	'NULL'	auf	APPR
87816581		ADJA	Polnisch	nom|sg|masc	Polnisch	NN
87816593		NN	Tatarshir	nom|sg|*	Tatarshir	FM
87816603		ADJD	ziole	nom|sg|*	ziole	FM
87816614		VVPP	nennen	'NULL'	genannt	VVPP
87816623		$,	,	'NULL'	/	$,
87816632		VAFIN	haben	sg|3|pres|ind	hat	VAFIN
87816641		NN	Blatt	acc|pl|neut	Blätter	NN
87816651		KOKOM	wie	'NULL'	wie	KOKOM
87816661		ART	der	nom|sg|fem	die	ART
87816674		NN	Schwertel	nom|pl|neut	Schwertel	NN
87816683		$,	,	'NULL'	/	$,
87816693		PRELS	der	nom|pl|fem	die	PRELS
87816703		ADV	jedoch	'NULL'	jedoch	ADV
87816713		ADV	etwas	'NULL'	etwas	ADV
87816723		ADJD	schmal	comp	schmaler	ADJD
87816732		$,	,	'NULL'	/	$,
87816741		ADV	gleich	'NULL'	gleich	ADJD
87816751		KOKOM	wie	'NULL'	wie	KOKOM
87816761		ADV	auch	'NULL'	auch	ADV
87816770		ART	der	nom|sg|fem	die	ART
87816779		ADJA	beiderlei	gen|pl|fem	beiderlei	PIAT
87816788		NN	Wurzel	nom|pl|fem	Wurzeln	NN
87816797		ADV	einander	'NULL'	einander	PRF
87816806		PTKNEG	nicht	'NULL'	nicht	PTKNEG
87816817		ADV	fast	'NULL'	fast	ADV
87816828	 	ADJD	unähnlich	pos	unähnlich	ADJD
87816845		ADJD	scheinen	pl|3|pres|ind	scheinen	VVFIN
87816854		$,	,	'NULL'	/	$,
87816863		ADV	sonst	'NULL'	sonst	ADV
87816875		ADV	fast	'NULL'	fast	ADV
87816884		ADJD	verwirrt	pos	verwirrt	ADJD
87816893		$,	,	'NULL'	/	$,
87816902		KON	und	'NULL'	und	KON
87816911		APPR	in	'NULL'	in	APPR
87816922		ART	der	acc|sg|fem	die	ART
87816931		NN	Erde	acc|sg|fem	Erde	NN
87816940		PTKNEG	nicht	'NULL'	nicht	PTKNEG
87816949		ADJD	weit	pos	weit	ADJD
87816958		VVIZU	hinab	'NULL'	hinab	ADV
87816967	 	VVFIN	versenken	'NULL'	versenkt	VVPP
87816982		$,	,	'NULL'	/	$,
87816991		KON	und	'NULL'	und	KON
87817000		NN	daneben	'NULL'	daneben	PROAV
87817009		ADV	auch	'NULL'	auch	ADV
87817019		PTKNEG	nicht	'NULL'	nicht	PTKNEG
87817028		VVINF	straff	pos	straff	ADJD
87817038		$,	,	'NULL'	/	$,
87817047		KON	sondern	'NULL'	sondern	KON
87817056		ITJ	krümmen	pos	gekrümmt	ADJD
87817066		$,	,	'NULL'	/	$,
87817076		ADJD	knöpflich	pos	knöpflich	ADJD
87817085		$,	,	'NULL'	/	$,
87817094		ART	ein	dat|sg|fem	einer	ART
87817107		ADJA	weißlich	dat|sg|fem|pos	weißlichen	ADJA
87817116		NN	Farbe	dat|sg|fem	Farbe	NN
87817125		$,	,	'NULL'	/	$,
87817134		KON	und	'NULL'	und	KON
87817143		APPRART	an	dat|sg|neut	am	APPRART
87817155		NN	Ende	dat|sg|neut	Ende	NN
87817164		APPR	mit	'NULL'	mit	APPR
87817174		PIAT	vieler	dat|pl|*	vielen	PIAT
87817185		NN	Zäserlein	dat|sg|neut	Zäserlein	NN
87817194		VVPP	behängen	'NULL'	behängt	VVPP
87817204		$.	.	'NULL'	.	$.
87817216		NN	Ort	nom|sg|masc	Ort	NN
87817229		$.	.	'NULL'	.	$.
87817240		ADV	wächst	sg|3|pres|ind	Wächst	VVFIN
87817253		ADV	vornehmlich	pos	vornehmlich	ADJD
87817263		APPR	in	'NULL'	in	APPR
87817274	 	NN	Kolchis	dat|sg|neut	Kolchis	NE
87817290		$,	,	'NULL'	,	$,
87817301		NN	Galatien	dat|sg|neut	Galatien	NE
87817310		KON	und	'NULL'	und	KON
87817321		NN	Pontus	dat|sg|neut	Pontus	NE
87817331		$.	.	'NULL'	.	$.
87817343		NN	Natur	nom|sg|fem	Natur	NN
87817356		$.	.	'NULL'	.	$.
87817367		PPOSAT	sein	nom|sg|fem	Seine	PPOSAT
87817382		NN	Wurzel	nom|sg|fem	Wurzel	NN
87817391		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87817400		ADJD	hitzig	pos	hitzig	ADJD
87817410		KON	und	'NULL'	und	KON
87817420		ADJD	trocken	pos	trocken	ADJD
87817430		APPRART	in	dat|sg|masc	im	APPRART
87817441		ADJA	anderer	dat|sg|masc|pos	anderen	ADJA
87817450		NN	Grad	dat|sg|masc	Grad	NN
87817459		$,	,	'NULL'	/	$,
87817468		KON	und	'NULL'	und	KON
87817478		VAFIN	haben	sg|3|pres|ind	hat	VAFIN
87817488		PROAV	daneben	'NULL'	daneben	PROAV
87817497		ADV	auch	'NULL'	auch	ADV
87817506		ART	der	acc|sg|fem	die	ART
87817516		NN	Art	acc|sg|masc	Art	NN
87817525		$,	,	'NULL'	/	$,
87817537		KOUS	dass	'NULL'	dass	KOUS
87817549		PPER	sie	nom|sg|fem|3	sie	PPER
87817558		VVFIN	verteilen	sg|3|pres|ind	verteilt	VVFIN
87817567		$,	,	'NULL'	/	$,
87817576		VVFIN	eröffnen	sg|3|pres|ind	eröffnet	VVFIN
87817585		ART	der	acc|sg|masc	den	ART
87817595		NN	Harn	acc|sg|masc	Harn	NN
87817604		$,	,	'NULL'	/	$,
87817614		VVFIN	befördern	sg|3|pres|ind	befördert	VVFIN
87817624		KON	und	'NULL'	und	KON
87817633		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87817643		ART	ein	gen|sg|masc	eines	ART
87817653	 	ADJA	scharf	gen|sg|masc|pos	scharfen	ADJA
87817668		$,	,	'NULL'	/	$,
87817677		NN	bitteren	gen|sg|masc|comp	bitteren	ADJA
87817686		KON	und	'NULL'	und	KON
87817695		PTKNEG	nicht	'NULL'	nicht	PTKNEG
87817705	 	ADJA	unanmutig	gen|sg|masc|pos	unanmutigen	ADJA
87817721		NN	Geschmack	gen|sg|masc	Geschmacks	NN
87817731		$.	.	'NULL'	.	$.
87817743		ADJA	innerlich	nom|sg|fem|pos	Innerliche	ADJA
87817756		NN	Kraft	nom|sg|fem	Kraft	NN
87817766		$.	.	'NULL'	.	$.
87817777		PPOSAT	sein	nom|sg|fem	Seine	PPOSAT
87817792		ADJA	gesotten	nom|sg|fem|pos	gesottene	ADJA
87817801		NN	Brühe	nom|sg|fem	Brühe	NN
87817810	 	NE	trinken	pos	getrunken	ADJD
87817825		VVFIN	befördern	sg|3|pres|ind	befördert	VVFIN
87817834		ART	der	acc|sg|masc	den	ART
87817844		NN	Harn	acc|sg|masc	Harn	NN
87817853		$,	,	'NULL'	/	$,
87817863		VVFIN	vertreiben	sg|3|pres|ind	vertreibt	VVFIN
87817874		ART	der	acc|sg|masc	die	ART
87817885		NN	Schmerz	acc|sg|masc	Schmerzen	NN
87817894		ART	der	gen|sg|fem	der	ART
87817905		NN	Brust	gen|sg|fem	Brust	NN
87817915		KON	und	'NULL'	und	KON
87817924		NN	Leber	gen|sg|fem	Leber	NN
87817933		$,	,	'NULL'	/	$,
87817942		VVFIN	dienen	sg|3|pres|ind	dient	VVFIN
87817953		ART	der	dat|pl|*	den	ART
87817964		NN	krämpfige	dat|pl|*	Krämpfigen	NN
87817974		KON	und	'NULL'	und	KON
87817983	 	NN	Gebrochene	dat|pl|*	Gebrochenen	NN
87817998		$,	,	'NULL'	/	$,
87818007		VVFIN	benehmen	sg|3|pres|ind	benimmt	VVFIN
87818018		ART	der	acc|sg|fem	die	ART
87818028		ADJA	übermäßig	acc|sg|fem|pos	übermäßige	ADJA
87818039		NN	Größe	acc|sg|fem	Größe	NN
87818048		ART	der	gen|sg|masc	des	ART
87818058		NN	Milz	gen|sg|masc	Milz	NN
87818067		$,	,	'NULL'	/	$,
87818076		VVFIN	heilen	sg|3|pres|ind	heilt	VVFIN
87818086		ART	der	acc|pl|masc	die	ART
87818103		NN	Schlangenbiß	acc|pl|masc	Schlangenbisse	NN
87818112		KON	und	'NULL'	und	KON
87818122		PIAT	aller	acc|pl|neut	alle	PIAT
87818133	 	NN	Gebrechen	acc|pl|neut	Gebrechen	NN
87818148		ART	der	gen|sg|fem	der	ART
87818158		NN	Harnblase	gen|sg|fem	Harnblase	NN
87818168		$.	.	'NULL'	.	$.
87818178		PPOSAT	sein	nom|sg|masc	Sein	PPOSAT
87818193		NN	Saft	nom|sg|masc	Saft	NN
87818203		VVIZU	trinken	'NULL'	getrunken	VVPP
87818212		$,	,	'NULL'	/	$,
87818221		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87818231		ART	ein	nom|sg|fem	eine	ART
87818241		NN	Arznei	nom|sg|fem	Arznei	NN
87818250	 	APPR	wider	'NULL'	wider	APPR
87818266		PIAT	aller	acc|pl|neut	alle	PIAT
87818277		ADJA	giftig	acc|pl|neut|pos	giftigen	ADJA
87818286		NN	Tier	acc|pl|neut	Tiere	NN
87818295		$,	,	'NULL'	/	$,
87818304		NN	vertreiben	sg|3|pres|ind	vertreibt	VVFIN
87818316		ART	der	acc|sg|masc	den	ART
87818331		NN	Augenstar	acc|sg|masc	Augenstar	NN
87818340		KON	und	'NULL'	und	KON
87818349		PIAT	aller	acc|pl|masc	alle	PIAT
87818359	 	ADJA	derselbig	gen|sg|fem|pos	derselbigen	ADJA
87818374		NN	Nebel	acc|pl|masc	Nebel	NN
87818384		$.	.	'NULL'	.	$.
87818394		ART	der	nom|sg|fem	Die	ART
87818410		NN	Wurzel	nom|sg|fem	Wurzel	NN
87818420		VAFIN	werden	sg|3|pres|ind	wird	VAFIN
87818429		APPR	unter	'NULL'	unter	APPR
87818440		ART	der	acc|pl|fem	die	ART
87818451		NN	Antidote	acc|pl|fem	Antidoten	FM
87818461		KON	oder	'NULL'	oder	KON
87818472		NN	Arznei	acc|pl|fem	Arzneien	NN
87818481		APPR	wider	'NULL'	wider	APPR
87818492		ART	der	acc|sg|fem	die	ART
87818501		ADJA	böse	acc|sg|fem|pos	böse	ADJA
87818510		NN	Luft	acc|sg|fem	Luft	NN
87818520		VVPP	vermischen	sg|3|pres|ind	vermischt	VVPP
87818529		$,	,	'NULL'	/	$,
87818538		VVFIN	helfen	sg|3|pres|ind	hilft	VVFIN
87818547		PDS	der	dat|pl|*	denen	PDS
87818558		ADV	so	'NULL'	so	KOUS
87818567		ADV	etwa	'NULL'	etwa	ADV
87818577		VVINF	fallen	'NULL'	gefallen	VVPP
87818586		$,	,	'NULL'	/	$,
87818595		ADV	wiederum	'NULL'	wiederum	ADV
87818604		PTKVZ	auf	'NULL'	auf	PTKVZ
87818613		$,	,	'NULL'	/	$,
87818622		VVFIN	richten	sg|3|pres|ind	richtet	VVFIN
87818632		APPR	mit	'NULL'	mit	APPR
87818647		ADJA	Honigwasser	dat|sg|neut	Honigwasser	NN
87818656		NN	trinken	'NULL'	getrunken	VVPP
87818665		$,	,	'NULL'	/	$,
87818675		ART	der	acc|pl|neut	die	ART
87818686	 	ADJA	ausgewichen	acc|pl|neut|pos	ausgewichenen	ADJA
87818701		NN	Glied	acc|pl|neut	Glieder	NN
87818710		VVFIN	wiederum	'NULL'	wiederum	ADV
87818719		PTKVZ	ein	'NULL'	ein	PTKVZ
87818728		$,	,	'NULL'	/	$,
87818737		KON	und	'NULL'	und	KON
87818746		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87818757		ART	der	dat|sg|neut	den	ART
87818768		ADJA	innerlich	dat|sg|neut|pos	innerlichen	ADJA
87818778		NN	Gebrechen	dat|sg|neut	Gebrechen	NN
87818787		ART	der	gen|pl|fem	der	ART
87818802	 	NN	Weibsperson	gen|pl|fem	Weibspersonen	NN
87818817		ADV	sehr	'NULL'	sehr	ADV
87818826		VVPP	bequem	pos	bequem	ADJD
87818836		$.	.	'NULL'	.	$.
87818849		ADJA	äußerlich	nom|sg|neut|pos	Äußerliches	ADJA
87818862		NN	Vermögen	nom|sg|neut	Vermögen	NN
87818872		$.	.	'NULL'	.	$.
87818883		ART	ein	nom|sg|neut	Ein	ART
87818899		NN	Bad	nom|sg|neut	Bad	NN
87818908		APPR	von	'NULL'	von	APPR
87818918		ART	der	dat|sg|fem	der	ART
87818927		ADJA	gesotten	dat|sg|fem|pos	gesottenen	ADJA
87818936		NN	Brühe	dat|sg|fem	Brühe	NN
87818945		VVPP	machen	'NULL'	gemacht	VVPP
87818954		$,	,	'NULL'	/	$,
87818963		KON	und	'NULL'	und	KON
87818972		ART	der	acc|pl|neut	die	ART
87818983		NN	Weiber	acc|pl|neut	Weiber	NN
87818992		ADJD	darein	'NULL'	darein	ADJD
87819001	 	VVFIN	setzen	'NULL'	gesetzt	VVPP
87819016		$,	,	'NULL'	/	$,
87819025		VVFIN	dienen	sg|3|pres|ind	dient	VVFIN
87819034		ADJD	sonderlich	pos	sonderlich	ADJD
87819043		ART	der	nom|sg|masc	der	ART
87819058		NN	Gebärmutter	nom|sg|masc	Gebärmutter	NN
87819068		$.	:	'NULL'	:	$.
87819078		PPOSAT	sein	nom|sg|masc	Sein	PPOSAT
87819093		NN	Saft	nom|sg|masc	Saft	NN
87819102		APPR	in	'NULL'	in	APPR
87819112		ART	der	acc|pl|neut	die	ART
87819121		NN	Auge	acc|pl|neut	Augen	NN
87819130		VVFIN	getraufen	'NULL'	geträuft	VVPP
87819139		$,	,	'NULL'	/	$,
87819149		VVFIN	machen	sg|3|pres|ind	macht	VVFIN
87819159		ART	ein	acc|sg|neut	ein	ART
87819169		ADJD	hell	acc|sg|neut|pos	helles	ADJA
87819180		ADJA	subtil	acc|sg|neut|pos	subtiles	ADJA
87819189		NN	Gesicht	acc|sg|neut	Gesicht	NN
87819198		$,	,	'NULL'	/	$,
87819207		KON	und	'NULL'	und	KON
87819216		VVFIN	treiben	sg|3|pres|ind	treibt	VVFIN
87819226		PIAT	aller	acc|pl|masc	alle	PIAT
87819236		ADJA	desselbig	acc|pl|masc|pos	desselbigen	ADJA
87819245		NN	Nebel	acc|pl|masc	Nebel	NN
87819254		PTKVZ	ab	'NULL'	ab	PTKVZ
87819264		$.	.	'NULL'	.	$.
87819274		ART	der	nom|sg|fem	Die	ART
87819289	 	NN	Wurzel	nom|sg|fem	Wurzel	NN
87819304		APPR	in	'NULL'	in	APPR
87819314		NN	Wein	dat|sg|masc	Wein	NN
87819323		VVFIN	gesotten	'NULL'	gesotten	VVPP
87819332		$,	,	'NULL'	/	$,
87819341		VVFIN	stoßen	'NULL'	gestoßen	VVPP
87819351		KON	und	'NULL'	und	KON
87819362		FM	pflasterweise	'NULL'	pflasterweise	ADV
87819373		FM	auflegen	'NULL'	aufgelegt	VVPP
87819382		$,	,	'NULL'	/	$,
87819391		VVFIN	verteilen	sg|3|pres|ind	verteilt	VVFIN
87819401		ART	der	gen|sg|fem	der	ART
87819413		NE	Geburtsgeil	gen|sg|fem	Geburtsgeilen	NN
87819423		NE	Geschwülste	acc|sg|fem	Geschwülste	NN
87819432		$*LRB*	:	'NULL'	:	$.
87819441		KOUS	wie	'NULL'	wie	KOKOM
87819451		ADV	gleichfalls	'NULL'	gleichfalls	ADV
87819460		ADV	auch	'NULL'	auch	ADV
87819470		PIAT	aller	acc|pl|fem	alle	PIAT
87819480		ADJA	anderer	acc|pl|fem|pos	andere	ADJA
87819489	 	NN	Verhärtung	acc|pl|fem	Verhärtungen	NN
87819504		$,	,	'NULL'	/	$,
87819513		ART	der	acc|pl|masc	die	ART
87819524		PROAV	damit	'NULL'	damit	PROAV
87819535		ADJA	behaften	acc|pl|masc	behafteten	ADJA
87819544		NN	Ort	acc|pl|masc	Orte	NN
87819553		APPR	mit	'NULL'	mit	APPR
87819563		ART	der	dat|sg|fem	der	ART
87819572		PROAV	davon	'NULL'	davon	PROAV
87819583		ADJD	gesotten	dat|sg|fem|pos	gesottenen	ADJA
87819592		ADJA	warm	dat|sg|fem|pos	warmen	ADJA
87819601		NN	Brühe	dat|sg|fem	Brühe	NN
87819613		VVIZU	gebähet	'NULL'	gebähet	VVPP
87819623		$.	.	'NULL'	.	$.
87819633		ADV	etwas	nom|sg|neut	Etwas	PIS
87819646		APPR	von	'NULL'	von	APPR
87819656		PIAT	solcher	dat|sg|fem	solcher	PIAT
87819665		NN	Wurzel	dat|sg|fem	Wurzel	NN
87819674		APPR	auf	'NULL'	auf	APPR
87819684		ART	der	acc|sg|masc	die	ART
87819699		NN	Immenkörbe	acc|sg|masc	Immenkörbe	NN
87819708		VVPP	binden	'NULL'	gebunden	VVPP
87819717		$,	,	'NULL'	/	$,
87819726	 	VVFIN	machen	sg|3|pres|ind	macht	VVFIN
87819744		ADJA	dass	'NULL'	dass	KOUS
87819754		FM	dieselbig	nom|pl|fem	dieselbigen	PDS
87819763		APPR	von	'NULL'	von	APPR
87819773		ADJA	dannen	'NULL'	dannen	PPER
87819782		PTKNEG	nicht	'NULL'	nicht	PTKNEG
87819793		ADV	hinweg	'NULL'	hinweg	ADV
87819802		ADJA	fliehen	pl|ind|pres|3	fliehen	VVFIN
87819811		$,	,	'NULL'	/	$,
87819820		KON	sondern	'NULL'	sondern	KON
87819829		APPR	an	'NULL'	an	APPR
87819840		PPOSAT	ihr	dat|sg|masc	ihrem	PPOSAT
87819849		NN	Ort	dat|sg|masc	Ort	NN
87819859		ADJA	verbleiben	pl|pres|ind|3	verbleiben	VVFIN
87819869		NN	,	'NULL'	/	$,
87819879		KON	und	'NULL'	und	KON
87819892		VAFIN	werden	sg|3|pres|ind	wird	VAFIN
87819901		PPER	ihr	dat|sg|fem|3	ihr	PPER
87819910		ADV	ferner	'NULL'	ferner	ADV
87819919		ART	der	nom|sg|neut	das	ART
87819930		NN	Zeugnis	nom|sg|neut	Zeugnis	NN
87819939		VVPP	geben	'NULL'	gegeben	VVPP
87819949		$,	,	'NULL'	/	$,
87819958		PPER	sie	nom|sg|fem|3	sie	PPER
87819967	 	PDS	derjenige	acc|sg|fem	diejenige	PDS
87819983		$,	,	'NULL'	/	$,
87819993		ADV	so	'NULL'	so	KOUS
87820005	 	PIS	etwas	acc|sg|neut	etwas	PIS
87820022		APPR	von	'NULL'	von	APPR
87820032		PPER	ihr	dat|sg|fem|3	ihr	PPER
87820041		APPR	auf	'NULL'	auf	APPR
87820051		ART	der	dat|sg|masc	dem	ART
87820060		ADJA	bloß	dat|sg|masc|pos	bloßen	ADJA
87820069		NN	Rücken	dat|sg|masc	Rücken	NN
87820078		VVFIN	tragen	sg|3|pres|subj	trage	VVFIN
87820087		$,	,	'NULL'	/	$,
87820097		PIAT	aller	gen|pl|fem	aller	PIAT
87820110		NN	Verblutung	gen|pl|fem	Verblutungen	NN
87820119		KON	und	'NULL'	und	KON
87820128	 	ADJA	gefährlich	gen|sg|masc|pos	gefährlichen	ADJA
87820144		NN	Krampf	gen|sg|masc	Krampfs	NN
87820153		VVFIN	befreien	sg|3|pres|subj	befreie	VVFIN
87820163		$.	.	'NULL'	.	$.
87820177		ADJA	gelb	nom|pl|fem|pos	Gelbe	ADJA
87820195		NN	Wasserlilie	nom|pl|fem	Wasserlilien	NN
87820205		$.	.	'NULL'	.	$.
87820218		NN	Pseudoacorum	nom|sg|neut	Pseudoacorum	FM
87820231		$.	.	'NULL'	.	$.
87820243		NN	Name	nom|pl|masc	Namen	NN
87820256		$.	.	'NULL'	.	$.
87820268		NN	Gestalt	nom|sg|fem	Gestalt	NN
87820281		$.	.	'NULL'	.	$.
87820294		PDAT	dieser	nom|sg|neut	Dieses	PDAT
87820309		NN	Gewächs	nom|sg|neut	Gewächs	NN
87820318		APPR	auf	'NULL'	auf	APPR
87820330	 	NE	Griechisch	dat|sg|neut	Griechisch	NN
87820347		ADJA	Ψευδοάκορον	nom|sg|neut	ψευδοάκορον	FM
87820357		$,	,	'NULL'	,	$,
87820366	 	NE	lateinisch	pos	lateinisch	ADJD
87820385		NN	Acorum	nom|sg|neut	Acorum	FM
87820396		ADJA	falsum	nom|sg|neut|pos	falsum	FM
87820405		$,	,	'NULL'	,	$,
87820414	 	ADJA	italienisch	pos	italienisch	ADJD
87820431		NN	Giglio	nom|sg|masc	Giglio	FM
87820441		VVPP	giallo	nom|sg|masc	giallo	FM
87820450		$,	,	'NULL'	,	$,
87820461		ADJD	Acoro	nom|sg|masc	Acoro	FM
87820471	 	VVFIN	falso	nom|sg|masc	falso	FM
87820487		$,	,	'NULL'	,	$,
87820496		ADJD	französisch	pos	französisch	ADJD
87820507		NE	Flambe	nom|sg|*	Flambe	FM
87820520		NE	de	'NULL'	de	FM
87820530	 	NE	riui	acc|sg|*	riuieres	FM
87820546		$,	,	'NULL'	,	$,
87820556		ADJD	böhmisch	pos	böhmisch	ADJD
87820568	 	NN	Rosateczluti	nom|sg|*	Rosateczluti	FM
87820585		VVIZU	spalesni	nom|sg|*	spalesni	FM
87820594		$,	,	'NULL'	,	$,
87820603		KON	und	'NULL'	und	KON
87820612		ADJA	polnisch	pos	polnisch	ADJD
87820625		NN	Konne	nom|sg|*	Konne	FM
87820636		ADJD	korzenie	nom|sg|*	korzenie	FM
87820646		VVPP	nennen	'NULL'	genannt	VVPP
87820655		$,	,	'NULL'	/	$,
87820665		VVFIN	bringen	sg|3|pres|ind	bringt	VVFIN
87820675		ADV	auch	'NULL'	auch	ADV
87820685		NN	Blatt	acc|sg|masc	Blätter	NN
87820694		ADV	gleich	'NULL'	gleich	APPR
87820705		ART	der	dat|sg|fem	der	ART
87820716		NN	Schwertel	dat|sg|fem	Schwertel	NN
87820725		$,	,	'NULL'	/	$,
87820734		KON	und	'NULL'	und	KON
87820743		ADV	auch	'NULL'	auch	ADV
87820753		ART	ein	acc|sg|fem	eine	ART
87820762	 	ADJA	ebenmäßig	acc|sg|fem|pos	ebenmäßige	ADJA
87820777		ADJA	Wurzel	acc|sg|fem	Wurzel	NN
87820787		KON	und	'NULL'	und	KON
87820796	 	ADJA	gleichförmig	acc|pl|fem|pos	gleichförmige	ADJA
87820811		NN	Blume	acc|pl|fem	Blumen	NN
87820820		$.	.	'NULL'	.	$.
87820829		PIS	welcher	nom|pl|fem	welche	PRELS
87820838		ADV	jedoch	'NULL'	jedoch	ADV
87820849		VVINF	gelb	'NULL'	gelb	ADJD
87820858		$,	,	'NULL'	/	$,
87820867		KON	und	'NULL'	und	KON
87820876		APPR	ohne	'NULL'	ohne	APPR
87820886		NN	Geruch	acc|sg|masc	Geruch	NN
87820896		$.	.	'NULL'	.	$.
87820906		ART	der	nom|pl|neut	Die	ART
87820922		NN	Wurzel	nom|sg|fem	Wurzel	NN
87820931		VAFIN	sein	sg|3|pres|ind	ist	VAFIN
87820940		ADV	aber	'NULL'	aber	ADV
87820949		ADJD	rötlich	pos	rötlich	ADJD
87820958		$,	,	'NULL'	/	$,
87820967		KON	und	'NULL'	und	KON
87820977		ART	der	nom|pl|neut	die	ART
87820988		NN	Blatt	nom|pl|neut	Blätter	NN
87820997		ADV	etwas	'NULL'	etwas	ADV
87821006		ADJD	schmal	comp	schmaler	ADJD
87821016		$.	.	'NULL'	.	$.
87821028		NN	Ort	nom|sg|masc	Ort	NN
87821041		$.	.	'NULL'	.	$.
87821053		NN	Natur	nom|sg|fem	Natur	NN
87821066		$.	.	'NULL'	.	$.
87821077		ADV	wächst	sg|pres|ind|3	Wächst	VVFIN
87821090		APPR	in	'NULL'	in	APPR
87821100		ART	der	dat|pl|fem	den	ART
87821111		NN	Pfütze	dat|pl|fem	Pfützen	NN
87821121		KON	und	'NULL'	und	KON
87821131		NN	Lache	dat|pl|fem	Lachen	NN
87821140		KON	und	'NULL'	und	KON
87821149		PIS	anderer	dat|pl|masc|pos	anderen	ADJA
87821158		PDAT	sumpfig	dat|pl|masc|pos	sumpfigen	ADJA
87821169		NN	Ort	dat|pl|masc	Orten	NN
87821178		APPR	in	'NULL'	in	APPR
87821188		ADJA	groß	dat|sg|fem|pos	großer	ADJA
87821197		NN	Menge	dat|sg|fem	Menge	NN
87821207		$.	.	'NULL'	.	$.
87821217		KON	und	'NULL'	und	KON
87821231		VAFIN	haben	sg|3|pres|ind	hat	VAFIN
87821240		ADJD	sonderlich	'NULL'	sonderlich	ADV
87821249		ART	der	nom|sg|fem	die	ART
87821259		NN	Wurzel	nom|sg|fem	Wurzel	NN
87821268		ART	der	acc|sg|fem	die	ART
87821280		NN	Natur	acc|sg|fem	Natur	NN
87821289		KON	und	'NULL'	und	KON
87821298		NN	Art	acc|sg|fem	Art	NN
87821307		$,	,	'NULL'	/	$,
87821319		KOUS	dass	'NULL'	dass	KOUS
87821330		PPER	sie	nom|sg|fem|3	sie	PPER
87821339	 	VVFIN	vertrocknen	sg|3|pres|ind	vertrocknet	VVFIN
87821354		$,	,	'NULL'	/	$,
87821363		KON	und	'NULL'	und	KON
87821372		ART	ein	acc|sg|neut	ein	ART
87821384		PIAT	wenig	acc|sg|neut	wenig	PIS
87821393	 	NE	erwärmen	'NULL'	erwärmt	VVFIN
87821408		$,	,	'NULL'	/	$,
87821417		VVFIN	daneben	'NULL'	daneben	PROAV
87821426		ADV	auch	'NULL'	auch	KON
87821436		ADJD	subtil	pos	subtil	ADJD
87821446		KON	und	'NULL'	und	KON
87821456		ADJD	dünn	pos	dünn	ADJD
87821465		VVFIN	machen	sg|3|pres|ind	macht	VVFIN
87821474		$,	,	'NULL'	/	$,
87821483		VVFIN	stärken	sg|pres|ind|3	stärkt	VVFIN
87821494		$,	,	'NULL'	/	$,
87821503		KON	und	'NULL'	und	KON
87821512		APPR	mit	'NULL'	mit	APPR
87821524		ART	ein	dat|sg|fem	einer	ART
87821533		NN	Kälte	dat|sg|fem	Kälte	NN
87821543		CARD	ein	'NULL'	ein	ADV
87821553		KON	und	'NULL'	und	KON
87821562		CARD	zusammen	'NULL'	zusammen	ADV
87821572		VVFIN	ziehen	sg|3|pres|ind	zieht	VVFIN
87821582		$.	.	'NULL'	.	$.
87821594		ADJA	innerlich	nom|sg|fem|pos	Innerliche	ADJA
87821607		NN	Kraft	nom|sg|fem	Kraft	NN
87821617		$.	.	'NULL'	.	$.
87821630		ADJA	äußerlich	nom|sg|neut|pos	Äußerliches	ADJA
87821643		NN	Vermögen	nom|sg|neut	Vermögen	NN
87821653		$.	.	'NULL'	.	$.
